id,research_segment,property_name,site_name,city,state,zip_code,country,url,lat,lon,distance_miles,distance_band,nearest_anchor,drive_time_hours,unit_type,property_type,quantity_of_units,property_total_sites,brand_id,is_open,research_status,discovery_source,rate_avg_retail_daily_rate,rate_winter_weekday,rate_winter_weekend,rate_spring_weekday,rate_spring_weekend,rate_summer_weekday,rate_summer_weekend,rate_fall_weekday,rate_fall_weekend,rate_unit_rates_by_year,cohort_winter_weekday,cohort_winter_weekend,cohort_summer_weekday,cohort_summer_weekend,has_url,rate_definition
9901,winter_missing_has_summer_only,"Glamping Florida, by River Ranch",Luxe Teepee,"River Ranch,",FL,33867,United States,https://www.westgateresorts.com/,27.7718377,-81.2024468,738.3,75+,Snowshoe Mountain,24.6,Tipi,Glamping,10,,,Yes,published,Sage,628,,,,,569,687,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":569,""weekend"":687},""winter"":{""weekday"":null,""weekend"":null}}}",,,569,687,true,winter_weekday_or_weekend
9902,winter_missing_has_summer_only,Westgate River Ranch Resort & Rodeo,Teepee,River Ranch,FL,33867,United States,https://resort.to/wrrrr?y_source=1_OTc1MjIxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,27.7706286,-81.1952165,738.3,75+,Snowshoe Mountain,24.6,Tipi,Glamping,10,,33dfe6ca-6e7c-49c6-beca-9e9a55fb897a,Yes,published,Sage,718.5,,,,,596,841,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":596,""weekend"":841},""winter"":{""weekday"":null,""weekend"":null}}}",,,596,841,true,winter_weekday_or_weekend
9963,winter_missing_has_summer_only,Postcard Cabins Homochitto,Two Bed Cabin,Meadville,LA,39653,United States,https://www.marriott.com/en-us/hotels/janhc-postcard-cabins-homochitto-outdoor-collection-bonvoy/overview/,31.4394111,-90.8956193,782.2,75+,Snowshoe Mountain,26.1,Tiny Home,Glamping,20,40,ea901c21-2adf-47e9-b213-b06c94c7f4ca,Yes,published,Sage; web_research_hot_tub_2026_05_27,150.25,,,93,158,175,175,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":93,""weekend"":158},""summer"":{""weekday"":175,""weekend"":175},""winter"":{""weekday"":null,""weekend"":null}}}",,,175,175,true,winter_weekday_or_weekend
10472,winter_missing_has_summer_only,Little River Bluffs,Cabins,Folsom,LA,70437,United States,https://www.littleriverbluffs.com,30.559616,-90.2244949,795,75+,Snowshoe Mountain,26.5,Cabin,Glamping,4,4,,Yes,published,Sage; web_research_hot_tub_2026_05_28,229,,,239,239,219,219,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":239,""weekend"":239},""summer"":{""weekday"":219,""weekend"":219},""winter"":{""weekday"":null,""weekend"":null}}}",,,219,219,true,winter_weekday_or_weekend
175,winter_missing_no_seasonal,Baja Airstream Experience,,La Paz,Baja California Sur,23000,Mexico,https://www.bajaairstreamexperience.com,24.1234,-110.4567,852.9,75+,Ski Santa Fe,28.4,Airstream,Glamping,8,8,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
62,winter_missing_no_seasonal,Baja California Treehouse Retreat,,Todos Santos,Baja California Sur,23300,Mexico,https://www.bajacaliforniatreehouseretreat.com,23.4467,-110.2234,893.2,75+,Ski Santa Fe,29.8,Treehouse,Outdoor Boutique Hotel,5,5,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
177,winter_missing_no_seasonal,Airstream Haven Baja,,Cabo San Lucas,Baja California Sur,23450,Mexico,https://www.airstreamhavenbaja.com,22.8905,-109.9167,925.1,75+,Ski Santa Fe,30.8,Airstream,Glamping,10,10,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
61,winter_missing_no_seasonal,Nayarit Treehouse Resort,,Sayulita,Nayarit,63734,Mexico,https://www.nayarittreehouseresort.com,20.8687,-105.4405,1031.5,75+,Ski Santa Fe,34.4,Treehouse,Glamping,8,8,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
158,winter_missing_no_seasonal,Cave of Wonders,,San Miguel de Allende,Guanajuato,37700,Mexico,https://www.caveofwonders.com,20.914,-100.743,1072.6,75+,Ski Santa Fe,35.8,Hobbit House,Glamping,5,5,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
203,winter_missing_no_seasonal,Cuixmala,,La Huerta,Jalisco,48898,Mexico,https://www.cuixmala.com,19.4872,-104.9864,1127.8,75+,Ski Santa Fe,37.6,Luxury Cabin,Landscape Hotel,40,40,,Yes,in_progress,web_research_2026_05_landscape_hotels_4_pillars,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
160,winter_missing_no_seasonal,Hobbit Hillside Retreat,,Zacatlán,Puebla,73310,Mexico,https://www.hobbithillsideretreat.com,19.933,-97.963,1194.7,75+,Ski Santa Fe,39.8,Hobbit House,Glamping,6,6,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
157,winter_missing_no_seasonal,Hobbit Hills Eco Resort,,Valle de Bravo,Estado de México,51200,Mexico,https://www.hobbithillsecoresort.com,19.1927,-100.131,1197.9,75+,Ski Santa Fe,39.9,Hobbit House,Glamping,9,9,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
161,winter_missing_no_seasonal,Hobbit Hideaway,,Tepoztlán,Morelos,62520,Mexico,https://www.hobbithideaway.com,18.984,-99.092,1231.3,75+,Ski Santa Fe,41,Hobbit House,Glamping,10,10,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
59,winter_missing_no_seasonal,Puebla Treehouse Escape,,Puebla,Puebla,73900,Mexico,https://www.pueblatreehouseescape.com,19.0345,-97.8765,1254.6,75+,Ski Santa Fe,41.8,Treehouse,Glamping,9,9,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
53,winter_missing_no_seasonal,Jungle Treehouse Escape,,Puerto Morelos,Quintana Roo,77580,Mexico,https://www.jungletreehouseescape.com,20.8765,-86.5432,1272.7,75+,Snowshoe Mountain,42.4,Treehouse,Glamping,9,9,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
60,winter_missing_no_seasonal,Guerrero Treehouse Getaway,,Zihuatanejo,Guerrero,40895,Mexico,https://www.guerrerotreehousegetaway.com,17.6438,-101.5543,1280.8,75+,Ski Santa Fe,42.7,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
155,winter_missing_no_seasonal,Riviera Hobbit Resort,,Puerto Morelos,Quintana Roo,77580,Mexico,https://www.rivierahobbitresort.com,20.8409,-86.8871,1281.5,75+,Snowshoe Mountain,42.7,Hobbit House,Glamping,12,12,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
223,winter_missing_no_seasonal,Chablé Maroma,,Playa del Carmen,Quintana Roo,77710,Mexico,https://www.chablehotels.com/maroma,20.745,-86.972,1289.5,75+,Snowshoe Mountain,43,Luxury Cabin,Glamping,70,70,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
58,winter_missing_no_seasonal,Veracruz Treehouse Resort,,Veracruz,Veracruz,91700,Mexico,https://www.veracruztreehouseresort.com,19.1738,-96.1345,1290.4,75+,Ski Santa Fe,43,Treehouse,Glamping,8,8,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
55,winter_missing_no_seasonal,Yucatán Treehouse Lodge,,Valladolid,Yucatán,97780,Mexico,https://www.yucatantreehouselodge.com,20.9876,-88.1234,1297.4,75+,Snowshoe Mountain,43.2,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
50,winter_missing_no_seasonal,Selva Treehouse Retreat,,Playa del Carmen,Quintana Roo,77710,Mexico,https://www.selvatreehouseretreat.com,20.6543,-87.1234,1298.4,75+,Snowshoe Mountain,43.3,Treehouse,Glamping,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
81,winter_missing_no_seasonal,Tulum Treehouse Escape,,Tulum,Quintana Roo,77780,Mexico,https://www.tulumtreehouseescape.com,20.876543,-87.876543,1299.3,75+,Snowshoe Mountain,43.3,Treehouse,Glamping,5,5,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
142,winter_missing_no_seasonal,Palmaïa - The House of AïA,,Playa del Carmen,Quintana Roo,77710,Mexico,https://www.thehouseofaia.com,20.6013,-87.0914,1301.2,75+,Snowshoe Mountain,43.4,Dome,Glamping,8,8,,Yes,in_progress,OpenAI Research - Domes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
106,winter_missing_no_seasonal,Riviera Glamping Paradise,,Akumal,Quintana Roo,77776,Mexico,https://www.rivieraglampingparadise.com,20.789012,-87.789012,1303.1,75+,Snowshoe Mountain,43.4,Safari Tent,Glamping,10,10,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
54,winter_missing_no_seasonal,Tropical Treehouse Haven,,Cozumel,Quintana Roo,77600,Mexico,https://www.tropicaltreehousehaven.com,20.4321,-86.8765,1308.3,75+,Snowshoe Mountain,43.6,Treehouse,Outdoor Boutique Hotel,5,5,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
78,winter_missing_no_seasonal,Jungle Treehouse Retreat,,Playa del Carmen,Quintana Roo,77710,Mexico,https://www.jungletreehouseretreat.com,20.654321,-87.654321,1309.1,75+,Snowshoe Mountain,43.6,Treehouse,Glamping,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
101,winter_missing_no_seasonal,Riviera Maya Glamping,,Playa del Carmen,Quintana Roo,77710,Mexico,https://www.rivieramayaglamping.com,20.56789,-87.56789,1312.9,75+,Snowshoe Mountain,43.8,Safari Tent,Glamping,12,12,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
86,winter_missing_no_seasonal,Yucatán Jungle Treehouses,,Valladolid,Yucatán,97780,Mexico,https://www.yucatanjungletreehouses.com,20.987654,-88.987654,1317.5,75+,Snowshoe Mountain,43.9,Treehouse,Glamping,8,8,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
105,winter_missing_no_seasonal,Mayan Jungle Camp,,Tulum,Quintana Roo,77780,Mexico,https://www.mayanjunglecamp.com,20.456789,-87.456789,1318,75+,Snowshoe Mountain,43.9,Safari Tent,Glamping,15,15,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
139,winter_missing_no_seasonal,Akumal Natura Glamping,,Akumal,Quintana Roo,77780,Mexico,https://www.akumalnatura.com,20.3996,-87.3076,1318.8,75+,Snowshoe Mountain,44,Dome,Glamping,7,7,,Yes,in_progress,OpenAI Research - Domes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
103,winter_missing_no_seasonal,Tulum Jungle Tents,,Tulum,Quintana Roo,77780,Mexico,https://www.tulumjungletents.com,20.345678,-87.345678,1323.1,75+,Snowshoe Mountain,44.1,Safari Tent,Glamping,9,9,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
99,winter_missing_no_seasonal,Jungle Glamping Retreat,,Tulum,Quintana Roo,77780,Mexico,https://www.jungleglampingretreat.com,20.234567,-87.234567,1328.2,75+,Snowshoe Mountain,44.3,Safari Tent,Glamping,8,8,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
52,winter_missing_no_seasonal,Riviera Maya Treehouse Resort,,Akumal,Quintana Roo,77780,Mexico,https://www.rivieramayatreehouseresort.com,20.3456,-87.6789,1329.8,75+,Snowshoe Mountain,44.3,Treehouse,Glamping,8,8,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
77,winter_missing_no_seasonal,Treehouse Lodge Tulum,,Tulum,Quintana Roo,77780,Mexico,https://www.treehouselodgetulum.com,20.123456,-87.123456,1333.4,75+,Snowshoe Mountain,44.4,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
153,winter_missing_no_seasonal,Hobbiton Hideaway,,Tulum,Quintana Roo,77760,Mexico,https://www.hobbitonhideaway.com,20.2115,-87.4655,1334.3,75+,Snowshoe Mountain,44.5,Hobbit House,Glamping,10,10,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
141,winter_missing_no_seasonal,Zenses Wellness and Yoga Resort,,Tulum,Quintana Roo,77760,Mexico,https://www.zensesresort.com,20.2107,-87.4658,1334.3,75+,Snowshoe Mountain,44.5,Dome,Outdoor Boutique Hotel,5,5,,Yes,in_progress,OpenAI Research - Domes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
197,winter_missing_no_seasonal,Papaya Playa Project,,Tulum,Quintana Roo,77780,Mexico,https://www.papayaplayaproject.com,20.1876,-87.4572,1335.7,75+,Snowshoe Mountain,44.5,Luxury Cabin,Outdoor Boutique Hotel,73,73,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
49,winter_missing_no_seasonal,Treehouse Village Tulum,,Tulum,Quintana Roo,77780,Mexico,https://www.treehousevillagetulum.com,20.1234,-87.4567,1339.9,75+,Snowshoe Mountain,44.7,Treehouse,Glamping,10,10,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
51,winter_missing_no_seasonal,Oaxaca Treehouse Getaway,,Oaxaca,Oaxaca,68247,Mexico,https://www.oaxacatreehousegetaway.com,17.1234,-96.5678,1409,75+,Ski Santa Fe,47,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
79,winter_missing_no_seasonal,Oaxaca Treehouse Village,,Oaxaca City,Oaxaca,68000,Mexico,https://www.oaxacatreehousevillage.com,17.123456,-96.123456,1420.1,75+,Ski Santa Fe,47.3,Treehouse,Glamping,8,8,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
199,winter_missing_no_seasonal,Casa Hormiga,,Bacalar,Quintana Roo,77930,Mexico,https://www.casahormiga.com,18.6743,-88.3974,1454.2,75+,Snowshoe Mountain,48.5,Luxury Cabin,Glamping,20,20,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
107,winter_missing_no_seasonal,Oaxaca Nature Retreat,,San José del Pacífico,Oaxaca,70860,Mexico,https://www.oaxacanatureretreat.com,16.123456,-96.789012,1468.1,75+,Ski Santa Fe,48.9,Safari Tent,Glamping,7,7,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
83,winter_missing_no_seasonal,Jungle Canopy Treehouses,,Bacalar,Quintana Roo,77930,Mexico,https://www.junglecanopytreehouses.com,18.123456,-88.123456,1484.8,75+,Snowshoe Mountain,49.5,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
104,winter_missing_no_seasonal,Pacific Coast Glamping,,Mazunte,Oaxaca,70946,Mexico,https://www.pacificcoastglamping.com,15.678901,-96.678901,1499.4,75+,Ski Santa Fe,50,Safari Tent,Glamping,11,11,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
56,winter_missing_no_seasonal,Mazunte Treehouse Paradise,,Mazunte,Oaxaca,70946,Mexico,https://www.mazuntetreehouseparadise.com,15.6701,-96.5543,1502.9,75+,Ski Santa Fe,50.1,Treehouse,Outdoor Boutique Hotel,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
159,winter_missing_no_seasonal,Hobbit Haven Eco Village,,Mazunte,Oaxaca,70946,Mexico,https://www.hobbithavenecovillage.com,15.664,-96.553,1503.3,75+,Ski Santa Fe,50.1,Hobbit House,Glamping,11,11,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
102,winter_missing_no_seasonal,Eco Safari Tents,,Puerto Escondido,Oaxaca,71980,Mexico,https://www.ecosafaritents.com,15.123456,-97.123456,1525.6,75+,Ski Santa Fe,50.9,Safari Tent,Glamping,6,6,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
156,winter_missing_no_seasonal,Magic Hobbit Village,,San Cristóbal de las Casas,Chiapas,29220,Mexico,https://www.magichobbitvillage.com,16.737,-92.637,1545.2,75+,Ski Santa Fe,51.5,Hobbit House,Glamping,7,7,,Yes,in_progress,OpenAI Research - Hobbit Homes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
57,winter_missing_no_seasonal,San Cristóbal Treehouse Retreat,,San Cristóbal de las Casas,Chiapas,29247,Mexico,https://www.sancristobaltreehouseretreat.com,16.7378,-92.6376,1545.2,75+,Ski Santa Fe,51.5,Treehouse,Glamping,5,5,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
84,winter_missing_no_seasonal,Sierra Madre Treehouse Resort,,Mazunte,Oaxaca,70946,Mexico,https://www.sierramadretreehouseresort.com,15.123456,-96.123456,1548.4,75+,Ski Santa Fe,51.6,Treehouse,Glamping,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
82,winter_missing_no_seasonal,Eco Treehouse Resort,,San Cristóbal de las Casas,Chiapas,29200,Mexico,https://www.ecotreehouseresort.com,16.123456,-92.123456,1598.9,75+,Ski Santa Fe,53.3,Treehouse,Glamping,9,9,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
12186,winter_missing_has_avg_only,andBeyond Punakha River Lodge,Tented Suite,Punakha,Punakha,,Bhutan,https://www.andbeyond.com/rates/punakha-river-lodge-tented-suite-rate/,27.59,89.86,5489.4,75+,Alyeska Resort,183,Safari Tent,Glamping Resort,6,8,554ed463-5cae-4389-b5a8-a9b1a718d9da,Yes,published,web_research_andbeyond_punakha_2026_05,953,,,,,,,,,"{""2026"":{""units"":6,""currency"":""USD"",""booking_url"":""https://www.andbeyond.com/rates/punakha-river-lodge-tented-suite-rate/"",""all_inclusive"":true,""afar_from_rate_usd"":890,""from_rate_single_usd"":953,""double_2_guests_low_season_usd"":1210,""double_2_guests_high_season_usd"":1477}}",,,,,true,winter_weekday_or_weekend
12193,winter_missing_has_avg_only,Shinta Mani Wild,Wild Tent,Kampong Seila,Koh Kong,180403,Cambodia,https://be.synxis.com/?adult=2&arrive=2026-05-23&chain=27625&child=0&currency=USD&depart=2026-05-26&hotel=48567&level=hotel&locale=en-US&productcurrency=USD&rooms=1&start=availresults,11.58,103.88,6074.8,75+,Alyeska Resort,202.5,Safari Tent,Glamping,10,15,,Yes,published,web_research_shinta_mani_wild_synxis_2026_05,1900,,,,,,,,,"{""2026"":{""note"":""Synxis per-tent ADRs not captured in automated scrape"",""chain"":27625,""hotel"":48567,""guests"":2,""currency"":""USD"",""categories"":[""Wild Tent"",""Waterfall Tent"",""Two Bedroom Tent""],""named_tents"":[""The Cambodian Royalty Tent"",""First Lady Jackie Kennedy's Tent"",""The Shinta Mani Foundation Tent"",""The Bohemian Tent"",""The Great Conservationists Tent"",""The Wildlife Alliance Tent"",""The Butterfly Tent"",""King Jayavarman's Tent"",""The Botanists Tent"",""The Birders Tent"",""Shinta Mani's Tent With a Heart"",""The Elephants Tent"",""The Terrapins Tent"",""The National Geographic Tent"",""The Gibbons Tent""],""sample_dates"":""2026-05-23_to_2026-05-26"",""all_inclusive"":true,""minimum_nights"":3,""afar_from_rate_usd"":1900}}",,,,,true,winter_weekday_or_weekend
